,tweet_text
16,"RT @indiatvnews: Patanjali to launch ayurvedic COVID-19 drugs Swasari Vati, Coronil today; claims cure within 14 days | via @IndiaTVNews…"
17,"RT @MadarasiMunda: This COVID-19 pandemic and today's news about Safoora taught us all one valuable lesson. 

We can find a cure to corona,…"
18,RT @videsichora: Patanjali's Corona Kit is helpful for corona patients who are NOT on ventilators. @yogrishiramdev has said we are testing…
19,RT @AamAadmiParty: It's not convenient for thousands of COVID patients to stand in queues for getting examined at Care Centres under the ne…
20,"RT @ictstifr: In the race to develop new vaccines for COVID-19, labs around the world are growing different strains of the virus. A new vid…"
21,RT @videsichora: Patanjali's Corona Kit is helpful for corona patients who are NOT on ventilators. @yogrishiramdev has said we are testing…
22,"RT @MadarasiMunda: This COVID-19 pandemic and today's news about Safoora taught us all one valuable lesson. 

We can find a cure to corona,…"
23,We're kicking off the Unisys #SECURITYINDEX launch with a bang with more than 100 national and regional news mentio… https://t.co/CXYdl6AHV3
24,"RT @MadarasiMunda: This COVID-19 pandemic and today's news about Safoora taught us all one valuable lesson. 

We can find a cure to corona,…"
25,"Don't say corona virus isn't real...protect yourself first

#Covid_19 #animation #TuesdayThoughts #staysafe https://t.co/dPFpV1sro4"
26,"RT @BjornLomborg: 10,000 unexplained, extra dementia deaths in England and Wales in April

Not from corona but because lack of social conta…"
27,"RT @pioneergroupfw: Stand a chance to be 1 of 10 lucky winners! Follow these 2 easy steps:

1) Share our video
 
2) Follow our page

Valid…"
28,"RT @BjornLomborg: 10,000 unexplained, extra dementia deaths in England and Wales in April

Not from corona but because lack of social conta…"
29,"RT @BjornLomborg: 10,000 unexplained, extra dementia deaths in England and Wales in April

Not from corona but because lack of social conta…"
30,"RT @PKotekar: #IndiaFightsCorona
Find out more on how India under PM Modi’s leadership has tackled COVID-19 https://t.co/zEWsdjHhE4
via NaM…"
31,RT @videsichora: Patanjali's Corona Kit is helpful for corona patients who are NOT on ventilators. @yogrishiramdev has said we are testing…
32,"RT @Pseudopanditt: #Patanjali launch ayurvedic drug to cure covid 19 within 14 days 

Corona's condition right now : https://t.co/Z7GtXzWHuv"
33,"RT @MadarasiMunda: This COVID-19 pandemic and today's news about Safoora taught us all one valuable lesson. 

We can find a cure to corona,…"
34,RT @videsichora: Patanjali's Corona Kit is helpful for corona patients who are NOT on ventilators. @yogrishiramdev has said we are testing…
35,"RT @TheOliveKnife: In COVID-19

CO stands for corona
VI for virus
D for disease &amp; 19 for 2019

But according to Madarsa educated Pigistan m…"
36,"RT @TheOliveKnife: In COVID-19

CO stands for corona
VI for virus
D for disease &amp; 19 for 2019

But according to Madarsa educated Pigistan m…"
37,RT @videsichora: Patanjali's Corona Kit is helpful for corona patients who are NOT on ventilators. @yogrishiramdev has said we are testing…
38,"RT @pioneergroupfw: Stand a chance to be 1 of 10 lucky winners! Follow these 2 easy steps:

1) Share our video
 
2) Follow our page

Valid…"
39,"RT @PunManDhan: #Patanjali to launch ayurvedic drug for Covid-19 , cure within 14 days - #BabaRamdev
#Patnajali to corona patients now- htt…"
40,"RT @BjornLomborg: 10,000 unexplained, extra dementia deaths in England and Wales in April

Not from corona but because lack of social conta…"
41,"RT @BjornLomborg: 10,000 unexplained, extra dementia deaths in England and Wales in April

Not from corona but because lack of social conta…"
42,"And last, and a discussion by @diesalama, David den Dunnen and myself on the impact of #Covid_19 on #peacekeeping o… https://t.co/PKKb1hzmPT"
43,@NYGovCuomo @chrisrock Promoting better immune health &amp; telling all New Yorkers the truth about treating the Corona… https://t.co/RgK6PrkWfo
44,"RT @pioneergroupfw: Stand a chance to be 1 of 10 lucky winners! Follow these 2 easy steps:

1) Share our video
 
2) Follow our page

Valid…"
45,RT @videsichora: Patanjali's Corona Kit is helpful for corona patients who are NOT on ventilators. @yogrishiramdev has said we are testing…
46,"RT @BjornLomborg: 10,000 unexplained, extra dementia deaths in England and Wales in April

Not from corona but because lack of social conta…"
47,"RT @AskBhavesh: Ramdev's Patanjali Claims New Drugs Will Cure Covid Patients In 7 Days.

#bhaveshparmar #CORONIL #babaramdev #ramdev #coron…"
48,"RT @MadarasiMunda: This COVID-19 pandemic and today's news about Safoora taught us all one valuable lesson. 

We can find a cure to corona,…"
49,"Ramdev's Patanjali Claims New Drugs Will Cure Covid Patients In 7 Days.

#bhaveshparmar #CORONIL #babaramdev… https://t.co/35tMksSEri"
50,"RT @MadarasiMunda: This COVID-19 pandemic and today's news about Safoora taught us all one valuable lesson. 

We can find a cure to corona,…"
51,"Whttt the hell... We are covid-19 free, Taraba state is Corona virus free.... 🤙 https://t.co/l4s8azckuB"
52,"RT @arifaajakia: During dangerous situation of Corona, this is Karachi. Funeral prayer of Mufti Naeem.
In March/April I had posted that Muf…"
53,"RT @pioneergroupfw: Stand a chance to be 1 of 10 lucky winners! Follow these 2 easy steps:

1) Share our video
 
2) Follow our page

Valid…"
54,"@Ach_Balkrishna @yogrishiramdev What is the evidence that,  this medicine works against Corona,  did GOI,  approved… https://t.co/zwObSfR1yy"
55,"RT @indiatvnews: Patanjali to launch ayurvedic COVID-19 drugs Swasari Vati, Coronil today; claims cure within 14 days | via @IndiaTVNews…"
56,GOV CORONA-VIRUS UPDATE Attendance in education and early years settings during the coronavirus (COVID-19) outbreak… https://t.co/iAJFJ2t0Mc
57,"RT @pioneergroupfw: Stand a chance to be 1 of 10 lucky winners! Follow these 2 easy steps:

1) Share our video
 
2) Follow our page

Valid…"
58,@realDonaldTrump Get a good statistician on your team; they will tell you that more testing positions you to better… https://t.co/hVx6hzTCMV
59,"RT @BjornLomborg: 10,000 unexplained, extra dementia deaths in England and Wales in April

Not from corona but because lack of social conta…"
60,RT @chair_un: We are happy to announce that Sladjana Cemerikic (@SladjanaCemerik) is joining our panelists on June 29 to discuss the impact…
61,"RT @RobRobbEdwards: Indonesia resumes release of captive wildlife amid COVID-19

Indonesia has allowed the release of captive animals back…"
62,RT @DrIshanAgrawal1: @OfficeofSSC @ChouhanShivraj It's totally unfair for medical students comes under MPMSU. In this pandemic covid-19 med…
63,"RT @BjornLomborg: 10,000 unexplained, extra dementia deaths in England and Wales in April

Not from corona but because lack of social conta…"
64,Blog writing-all: How to prevent the spread of corona virus(COVID-19... https://t.co/oaNc4etgqe
65,"RT @MadarasiMunda: This COVID-19 pandemic and today's news about Safoora taught us all one valuable lesson. 

We can find a cure to corona,…"
66,RT @videsichora: Patanjali's Corona Kit is helpful for corona patients who are NOT on ventilators. @yogrishiramdev has said we are testing…
67,"RT @MadarasiMunda: This COVID-19 pandemic and today's news about Safoora taught us all one valuable lesson. 

We can find a cure to corona,…"
68,"@pioneergroupfw @BlueSpicey @avhaathunemagu2 
@Nthabisengmg24 
@ChantalOliver1 
@Tshego_Pretty 
@zehlubi09… https://t.co/NUhpkL6DV7"
69,"RT @MadarasiMunda: This COVID-19 pandemic and today's news about Safoora taught us all one valuable lesson. 

We can find a cure to corona,…"
70,"RT @BjornLomborg: 10,000 unexplained, extra dementia deaths in England and Wales in April

Not from corona but because lack of social conta…"
71,"RT @WaliaIps: who is responsible if any child will suffer by corona -covid-19 
tell us @AnuragTyagi @HRDMinistry @narendramodi @cbseindia29…"
72,RT @videsichora: Patanjali's Corona Kit is helpful for corona patients who are NOT on ventilators. @yogrishiramdev has said we are testing…
73,"RT @pioneergroupfw: Stand a chance to be 1 of 10 lucky winners! Follow these 2 easy steps:

1) Share our video
 
2) Follow our page

Valid…"
74,"RT @Pseudopanditt: #Patanjali launch ayurvedic drug to cure covid 19 within 14 days 

Corona's condition right now : https://t.co/Z7GtXzWHuv"
75,"@pioneergroupfw Done
#PioneerGivesBack
#WeHaveYouBack #Win
#InstantPrize #Money #Corona
#COVID-19 #Coronavirus"
76,"RT @ImSajidShaikh: @VoiceRajivBajaj Sir, One Of My Friend in Bajaj Auto Ltd. Waluj Tested Corona Positive. He is in First year of his train…"
77,"RT @BjornLomborg: 10,000 unexplained, extra dementia deaths in England and Wales in April

Not from corona but because lack of social conta…"
78,@Godswarrior1993 @Grind_TimeSSU @jvillepatfan @biggers_roscoe @JustScottNJ SARS is King Flu.  Wuhan virus is COVID-… https://t.co/5e5QknviiP
79,"RT @itsmesandeep887: #Patanjali #CORONIL #coronavirus
Ramdev claims to have made 1st medicine against Covid-19, recovery in 7 days........…"
80,"RT @pioneergroupfw: Stand a chance to be 1 of 10 lucky winners! Follow these 2 easy steps:

1) Share our video
 
2) Follow our page

Valid…"
81,"RT @MadarasiMunda: This COVID-19 pandemic and today's news about Safoora taught us all one valuable lesson. 

We can find a cure to corona,…"
82,"The front line in the fight against corona virus has been led by nurses, doctors, EMT’s and others in health care.… https://t.co/ryIhlaL6iz"
83,New Blog !!! Humour in a time of Covid-19 https://t.co/lgoGpTB6mw #NWH2020 #DailyLife #FunnyStories #Humour #Jokes… https://t.co/iUabYNlXdG
84,RT @videsichora: Patanjali's Corona Kit is helpful for corona patients who are NOT on ventilators. @yogrishiramdev has said we are testing…
85,"RT @BjornLomborg: 10,000 unexplained, extra dementia deaths in England and Wales in April

Not from corona but because lack of social conta…"
86,"RT @MadarasiMunda: This COVID-19 pandemic and today's news about Safoora taught us all one valuable lesson. 

We can find a cure to corona,…"
87,"#babaramdev after launched coronil and everyone is thinking covid 19 will end*

Meanwhile corona : https://t.co/LV1NhnJsoF"
88,"All about COVID-19 India Analytics https://t.co/8qUhF7Acs0
Total cases in India: 432200| No. of New Cases in India:… https://t.co/TNzFw8Puj9"
89,"RT @MadarasiMunda: This COVID-19 pandemic and today's news about Safoora taught us all one valuable lesson. 

We can find a cure to corona,…"
90,"RT @MadarasiMunda: This COVID-19 pandemic and today's news about Safoora taught us all one valuable lesson. 

We can find a cure to corona,…"
91,"RT @PunManDhan: #Patanjali to launch ayurvedic drug for Covid-19 , cure within 14 days - #BabaRamdev
#Patnajali to corona patients now- htt…"
92,Coronil..! Will it be a successful medicine for the treatment of  corona?? https://t.co/Id0sdLOkAt
93,"RT @pioneergroupfw: Stand a chance to be 1 of 10 lucky winners! Follow these 2 easy steps:

1) Share our video
 
2) Follow our page

Valid…"
94,"RT @MadarasiMunda: This COVID-19 pandemic and today's news about Safoora taught us all one valuable lesson. 

We can find a cure to corona,…"
95,"RT @MadarasiMunda: This COVID-19 pandemic and today's news about Safoora taught us all one valuable lesson. 

We can find a cure to corona,…"
96,"RT @BjornLomborg: 10,000 unexplained, extra dementia deaths in England and Wales in April

Not from corona but because lack of social conta…"
97,"RT @MadarasiMunda: This COVID-19 pandemic and today's news about Safoora taught us all one valuable lesson. 

We can find a cure to corona,…"
98,"@britishbullybee The times are indeed a changin

https://t.co/vBLn8Hwej0

#corona #Covid_19  #lockdown https://t.co/gEKFkAY1Kl"
99,"RT @ebmpsykiatri: Swedish cruelty against pensionists/elderely suffering from Corona virus sparks international catholic attention

https:/…"
100,"RT @PunManDhan: #Patanjali to launch ayurvedic drug for Covid-19 , cure within 14 days - #BabaRamdev
#Patnajali to corona patients now- htt…"
101,"RT @MadarasiMunda: This COVID-19 pandemic and today's news about Safoora taught us all one valuable lesson. 

We can find a cure to corona,…"
102,"The times are indeed a changin

https://t.co/RggRqUz6vO

#corona #Covid_19  #lockdown https://t.co/R86r58swXP"
103,RT @AamAadmiParty: It's not convenient for thousands of COVID patients to stand in queues for getting examined at Care Centres under the ne…
104,"Congratulations India , Congratulations Patanjali for the invention of 1st Clinically approved Medicine on Corona (… https://t.co/81zbZsh5Pj"
105,"RT @soni_0015: #NationSatisfiedByPMIK
PM’s Covid-19 Fund portal is launched for the people who lost their jobs due to corona pandemic. http…"
106,"RT @BjornLomborg: 10,000 unexplained, extra dementia deaths in England and Wales in April

Not from corona but because lack of social conta…"
107,"RT @MadarasiMunda: This COVID-19 pandemic and today's news about Safoora taught us all one valuable lesson. 

We can find a cure to corona,…"
108,"Thanks to Allah, Tested negative for Corona.
Stay home stay safe
#CoronaVirusPakistan 
#Covid_19"
109,RT @ramkumarjha: It's not convenient for thousands of COVID patients to stand in queues for getting examined at Care Centres under the new…
110,"RT @MadarasiMunda: This COVID-19 pandemic and today's news about Safoora taught us all one valuable lesson. 

We can find a cure to corona,…"
111,Finally we got Hope to live. CURE FOR COVID 19. Big Thanks on behalf of entire nation to Baba Ramdev ji &amp; team for… https://t.co/7ScaSpt9MM
112,"This is one of our efforts to decide on the spread of Corona Virus or Covid 19.appealed to the community, should al… https://t.co/rDoqZ8Nl63"
113,"RT @MadarasiMunda: This COVID-19 pandemic and today's news about Safoora taught us all one valuable lesson. 

We can find a cure to corona,…"
114,"RT @pioneergroupfw: Stand a chance to be 1 of 10 lucky winners! Follow these 2 easy steps:

1) Share our video
 
2) Follow our page

Valid…"
115,"RT @BjornLomborg: 10,000 unexplained, extra dementia deaths in England and Wales in April

Not from corona but because lack of social conta…"
116,RT @ramkumarjha: It's not convenient for thousands of COVID patients to stand in queues for getting examined at Care Centres under the new…
117,"RT @BjornLomborg: 10,000 unexplained, extra dementia deaths in England and Wales in April

Not from corona but because lack of social conta…"
118,"This is one of our efforts to decide on the spread of Corona Virus or Covid 19.appealed to the community, should al… https://t.co/lbMZ3tfn4J"
119,"RT @MadarasiMunda: This COVID-19 pandemic and today's news about Safoora taught us all one valuable lesson. 

We can find a cure to corona,…"
120,"RT @indiatvnews: Patanjali to launch ayurvedic COVID-19 drugs Swasari Vati, Coronil today; claims cure within 14 days | via @IndiaTVNews…"
121,"RT @indiatvnews: Patanjali to launch ayurvedic COVID-19 drugs Swasari Vati, Coronil today; claims cure within 14 days | via @IndiaTVNews…"
122,"RT @MadarasiMunda: This COVID-19 pandemic and today's news about Safoora taught us all one valuable lesson. 

We can find a cure to corona,…"
123,Healthcare workers need to treat every case like a COVID-19 patient during monsoon. What does this mean for healthc… https://t.co/Jo3Vgy5Krz
124,"RT @pioneergroupfw: Stand a chance to be 1 of 10 lucky winners! Follow these 2 easy steps:

1) Share our video
 
2) Follow our page

Valid…"
125,"RT @iniravmaru: Why @drharshvardhan @DrHVoffice @MoHFW_INDIA @ICMRDELHI are silent on Patanjali’s Corona medicene 
#CORONIL?

Atleast give…"
126,"RT @soni_0015: #NationSatisfiedByPMIK
PM’s Covid-19 Fund portal is launched for the people who lost their jobs due to corona pandemic. http…"
127,"BREAKING: 13 Lawmakers Test Positive for Corona Virus

13 lawmakers of the Imo State House of Assembly have tested… https://t.co/Jujk8LPZDI"
128,"RT @pioneergroupfw: What is the Pioneer group slogan? Comment with your answer and stand a chance to be 1 of 10 lucky winners!

Valid 22nd…"
129,"In the race to develop new vaccines for COVID-19, labs around the world are growing different strains of the virus.… https://t.co/xo8T8k1GYR"
130,"RT @MyNation: COVID-19: While world struggles to find vaccine, Patanjali launches Coronil, claiming 100% recovery. 

#CORONIL #Corona #coro…"
131,RT @videsichora: Patanjali's Corona Kit is helpful for corona patients who are NOT on ventilators. @yogrishiramdev has said we are testing…
132,Healthcare workers need to treat every case like a COVID-19 patient during monsoon. What does this mean for healthc… https://t.co/vjYFQgKwV4
133,"RT @RobRobbEdwards: Indonesia resumes release of captive wildlife amid COVID-19

Indonesia has allowed the release of captive animals back…"
134,"RT @indiatvnews: Patanjali to launch ayurvedic COVID-19 drugs Swasari Vati, Coronil today; claims cure within 14 days | via @IndiaTVNews…"
135,RT @videsichora: Patanjali's Corona Kit is helpful for corona patients who are NOT on ventilators. @yogrishiramdev has said we are testing…
136,"Why @drharshvardhan @DrHVoffice @MoHFW_INDIA @ICMRDELHI are silent on Patanjali’s Corona medicene 
#CORONIL?

Atlea… https://t.co/X8vhPVSYk4"
137,"RT @AsadAToor: #Lahore, a city of over 11 million, has 643 ICU beds available for #Covid_19 patients, of which only 35 to 38 were left vaca…"
138,"RT @BjornLomborg: 10,000 unexplained, extra dementia deaths in England and Wales in April

Not from corona but because lack of social conta…"
139,RT @videsichora: Patanjali's Corona Kit is helpful for corona patients who are NOT on ventilators. @yogrishiramdev has said we are testing…
140,"RT @pioneergroupfw: Stand a chance to be 1 of 10 lucky winners! Follow these 2 easy steps:

1) Share our video
 
2) Follow our page

Valid…"
141,"RT @BjornLomborg: 10,000 unexplained, extra dementia deaths in England and Wales in April

Not from corona but because lack of social conta…"
142,"RT @MadarasiMunda: This COVID-19 pandemic and today's news about Safoora taught us all one valuable lesson. 

We can find a cure to corona,…"
143,"RT @pioneergroupfw: Stand a chance to be 1 of 10 lucky winners! Follow these 2 easy steps:

1) Share our video
 
2) Follow our page

Valid…"
144,"RT @BjornLomborg: 10,000 unexplained, extra dementia deaths in England and Wales in April

Not from corona but because lack of social conta…"
145,"RT @BjornLomborg: 10,000 unexplained, extra dementia deaths in England and Wales in April

Not from corona but because lack of social conta…"
146,RT @AamAadmiParty: It's not convenient for thousands of COVID patients to stand in queues for getting examined at Care Centres under the ne…
147,"RT @MadarasiMunda: This COVID-19 pandemic and today's news about Safoora taught us all one valuable lesson. 

We can find a cure to corona,…"
148,"RT @MadarasiMunda: This COVID-19 pandemic and today's news about Safoora taught us all one valuable lesson. 

We can find a cure to corona,…"
149,"RT @BjornLomborg: 10,000 unexplained, extra dementia deaths in England and Wales in April

Not from corona but because lack of social conta…"
150,"@JSwanEsquire Just like that more familiar corona virus, the common cold. I’ll go for monthly vaccines, if needed, to avoid Covid-19"
151,"RT @MadarasiMunda: This COVID-19 pandemic and today's news about Safoora taught us all one valuable lesson. 

We can find a cure to corona,…"
152,"RT @MariyamAman2: #NationSatisfiedByPMIK
Prime Minister Imran Khan launched Ehsaas Emergency Cash programme for those rendered jobless due…"
153,"RT @pioneergroupfw: Stand a chance to be 1 of 10 lucky winners! Follow these 2 easy steps:

1) Share our video
 
2) Follow our page

Valid…"
154,"RT @pioneergroupfw: Stand a chance to be 1 of 10 lucky winners! Follow these 2 easy steps:

1) Share our video
 
2) Follow our page

Valid…"
155,"RT @MadarasiMunda: This COVID-19 pandemic and today's news about Safoora taught us all one valuable lesson. 

We can find a cure to corona,…"
156,"RT @itsmesandeep887: #Patanjali #CORONIL #coronavirus
Ramdev claims to have made 1st medicine against Covid-19, recovery in 7 days........…"
157,@pioneergroupfw Empowering you to be financially healthy #PioneerGroup #PioneerGivesBack #WeHaveYourBack #Win… https://t.co/WxOBSdJ2e3
158,"RT @soni_0015: #NationSatisfiedByPMIK
PM’s Covid-19 Fund portal is launched for the people who lost their jobs due to corona pandemic. http…"
159,"RT @BjornLomborg: 10,000 unexplained, extra dementia deaths in England and Wales in April

Not from corona but because lack of social conta…"
160,"RT @MariyamAman2: #NationSatisfiedByPMIK
Prime Minister Imran Khan launched Ehsaas Emergency Cash programme for those rendered jobless due…"
161,RT @AamAadmiParty: It's not convenient for thousands of COVID patients to stand in queues for getting examined at Care Centres under the ne…
162,"RT @Jana_Shah: Official:
Due to #Covid_19 International #Hajj2020 has been cancelled.
Foreigners will not be able to perform Hajj for year…"
163,"RT @BjornLomborg: 10,000 unexplained, extra dementia deaths in England and Wales in April

Not from corona but because lack of social conta…"
164,"RT @BjornLomborg: 10,000 unexplained, extra dementia deaths in England and Wales in April

Not from corona but because lack of social conta…"
165,"RT @pioneergroupfw: Stand a chance to be 1 of 10 lucky winners! Follow these 2 easy steps:

1) Share our video
 
2) Follow our page

Valid…"
166,"RT @pioneergroupfw: Stand a chance to be 1 of 10 lucky winners! Follow these 2 easy steps:

1) Share our video
 
2) Follow our page

Valid…"
167,"RT @indiatvnews: Patanjali to launch ayurvedic COVID-19 drugs Swasari Vati, Coronil today; claims cure within 14 days | via @IndiaTVNews…"
168,"RT @pioneergroupfw: What is the Pioneer group slogan? Comment with your answer and stand a chance to be 1 of 10 lucky winners!

Valid 22nd…"
169,"RT @itsmesandeep887: #Patanjali #CORONIL #coronavirus
Ramdev claims to have made 1st medicine against Covid-19, recovery in 7 days........…"
170,"@pioneergroupfw @BlueSpicey Empowering You To Be Financially Healthy
#PioneerGroup  #PioneerGivesBack… https://t.co/RkiSoBLNgj"
171,"RT @pioneergroupfw: Stand a chance to be 1 of 10 lucky winners! Follow these 2 easy steps:

1) Share our video
 
2) Follow our page

Valid…"
172,"RT @BjornLomborg: 10,000 unexplained, extra dementia deaths in England and Wales in April

Not from corona but because lack of social conta…"
173,"RT @BjornLomborg: 10,000 unexplained, extra dementia deaths in England and Wales in April

Not from corona but because lack of social conta…"
174,"RT @pioneergroupfw: Stand a chance to be 1 of 10 lucky winners! Follow these 2 easy steps:

1) Share our video
 
2) Follow our page

Valid…"
175,"RT @BjornLomborg: 10,000 unexplained, extra dementia deaths in England and Wales in April

Not from corona but because lack of social conta…"
176,"RT @BjornLomborg: 10,000 unexplained, extra dementia deaths in England and Wales in April

Not from corona but because lack of social conta…"
177,"RT @EmilySc63084734: I can not believe!!😦😯

The only solution for the president of the United States regarding Corona is not to test people…"
178,"RT @BjornLomborg: 10,000 unexplained, extra dementia deaths in England and Wales in April

Not from corona but because lack of social conta…"
179,RT @genavievejohns1: @pioneergroupfw Sharing is caring @PatJaco46425021 @MarHen36 @CaseyHe45099406 #PioneerGivesBack #WeHaveYourBack #WIN #…
180,"RT @BjornLomborg: 10,000 unexplained, extra dementia deaths in England and Wales in April

Not from corona but because lack of social conta…"
181,"RT @xmarthasue: tested corona virus positive? nah, i tested poggers positive!!!

i have covid-19."
182,RT @RJP56: @BulldogTheodore @NBCNews With over 124 Thousand Corona Virus Deaths! Trump and his Stupid Hate NAZI Rallies are trying to Kill…
183,@BulldogTheodore @NBCNews With over 124 Thousand Corona Virus Deaths! Trump and his Stupid Hate NAZI Rallies are tr… https://t.co/P64FfAn30t
184,"Always available for your Health Assistance.

Offered Cancer Treatment to more than 10,000 patients in COVID-19 Pan… https://t.co/rGnobEDWNA"
185,Patanjali's Corona Kit is helpful for corona patients who are NOT on ventilators. @swaamiramdev has said we are tes… https://t.co/wPjcfHTxn5
186,"RT @GreenhamTower: As a small independent charity, we rely entirely on donations and cafe income to operate. Coronavirus has, and will, con…"
187,"RT @RobRobbEdwards: Indonesia resumes release of captive wildlife amid COVID-19

Indonesia has allowed the release of captive animals back…"
188,"RT @BjornLomborg: 10,000 unexplained, extra dementia deaths in England and Wales in April

Not from corona but because lack of social conta…"
189,RT @AamAadmiParty: It's not convenient for thousands of COVID patients to stand in queues for getting examined at Care Centres under the ne…
190,"RT @pioneergroupfw: Stand a chance to be 1 of 10 lucky winners! Follow these 2 easy steps:

1) Share our video
 
2) Follow our page

Valid…"
191,"RT @BjornLomborg: 10,000 unexplained, extra dementia deaths in England and Wales in April

Not from corona but because lack of social conta…"
192,"Ouch
#Covid_19 https://t.co/Ja28AnqHKF"
193,"RT @PunManDhan: #Patanjali to launch ayurvedic drug for Covid-19 , cure within 14 days - #BabaRamdev
#Patnajali to corona patients now- htt…"
194,"RT @BjornLomborg: 10,000 unexplained, extra dementia deaths in England and Wales in April

Not from corona but because lack of social conta…"
195,"RT @indiatvnews: Patanjali to launch ayurvedic COVID-19 drugs Swasari Vati, Coronil today; claims cure within 14 days | via @IndiaTVNews…"
196,"RT @BjornLomborg: 10,000 unexplained, extra dementia deaths in England and Wales in April

Not from corona but because lack of social conta…"
197,"RT @pioneergroupfw: Stand a chance to be 1 of 10 lucky winners! Follow these 2 easy steps:

1) Share our video
 
2) Follow our page

Valid…"
198,"RT @Abhishek5018247: #CORONIL
Patanjali launches an ayurvedic, covid-19 drug named coronil, claiming it can cure corona with in 14 days
Ram…"
199,"RT @BjornLomborg: 10,000 unexplained, extra dementia deaths in England and Wales in April

Not from corona but because lack of social conta…"
200,"RT @MariyamAman2: #NationSatisfiedByPMIK
Prime Minister Imran Khan launched Ehsaas Emergency Cash programme for those rendered jobless due…"
201,"RT @pioneergroupfw: What is the Pioneer group slogan? Comment with your answer and stand a chance to be 1 of 10 lucky winners!

Valid 22nd…"
202,"RT @BjornLomborg: 10,000 unexplained, extra dementia deaths in England and Wales in April

Not from corona but because lack of social conta…"
203,RT @videsichora: Patanjali's Corona Kit is helpful for corona patients who are NOT on ventilators. @yogrishiramdev has said we are testing…
204,RT @videsichora: Patanjali's Corona Kit is helpful for corona patients who are NOT on ventilators. @yogrishiramdev has said we are testing…
205,"RT @BjornLomborg: 10,000 unexplained, extra dementia deaths in England and Wales in April

Not from corona but because lack of social conta…"
206,"RT @abhijeet_dipke: Systematic growth in Covid-19 cases in GUJARAT. 

13 June -  517 
14 June -  511 
15 June -  514 
16 June -  524 
17 Ju…"
207,"RT @indiatvnews: Patanjali to launch ayurvedic COVID-19 drugs Swasari Vati, Coronil today; claims cure within 14 days | via @IndiaTVNews…"
208,RT @DevenderYadav_: It's not convenient for thousands of COVID patients to stand in queues for getting examined at Care Centres under the n…
209,"RT @pioneergroupfw: Stand a chance to be 1 of 10 lucky winners! Follow these 2 easy steps:

1) Share our video
 
2) Follow our page

Valid…"
210,"tested corona virus positive? nah, i tested poggers positive!!!

i have covid-19."
211,"RT @indiatvnews: Patanjali to launch ayurvedic COVID-19 drugs Swasari Vati, Coronil today; claims cure within 14 days | via @IndiaTVNews…"
212,RT @kielinstitute: Populist governments and #Covid_19 - weaker performance in the short-run but not necessarily in the long-run. Analysis b…
213,@itshjha @impratiks we will able to go to abroad when we will be safe from corona and how will anyone go to abroad… https://t.co/FMXiGJcOCk
214,"RT @pioneergroupfw: Stand a chance to be 1 of 10 lucky winners! Follow these 2 easy steps:

1) Share our video
 
2) Follow our page

Valid…"
215,"RT @BjornLomborg: 10,000 unexplained, extra dementia deaths in England and Wales in April

Not from corona but because lack of social conta…"
216,"RT @indiatvnews: Patanjali to launch ayurvedic COVID-19 drugs Swasari Vati, Coronil today; claims cure within 14 days | via @IndiaTVNews…"
217,"A novel coronavirus (CoV) is a new strain of coronavirus.
The disease caused by the novel coronavirus first identif… https://t.co/VSyzVRMtYH"
